,Time,GC Util,heapSize,numThreads,GCInterval,Container,JVM
38,64890.0,184.0,100,100.0,100,1,JDK2-2-2
39,64890.0,184.0,100,100.0,100,1,JDK2-2-2
40,65170.0,198.0,100,100.0,100,1,JDK2-2-2
41,65170.0,198.0,100,100.0,100,1,JDK2-2-2
42,65471.0,179.0,100,100.0,100,1,JDK2-2-2
43,65471.0,179.0,100,100.0,100,1,JDK2-2-2
44,65577.0,243.0,100,100.0,100,1,JDK2-2-2
45,65577.0,243.0,100,100.0,100,1,JDK2-2-2
46,65680.0,227.0,100,100.0,100,1,JDK2-2-2
47,65680.0,227.0,100,100.0,100,1,JDK2-2-2
48,65857.0,112.0,100,6.25,100,1,JDK2-2-2
49,65857.0,112.0,100,6.25,100,1,JDK2-2-2
50,65960.0,170.0,100,100.0,100,1,JDK2-2-2
51,65960.0,170.0,100,100.0,100,1,JDK2-2-2
52,66081.0,249.0,100,100.0,100,1,JDK2-2-2
53,66081.0,249.0,100,100.0,100,1,JDK2-2-2
54,66150.0,189.0,100,100.0,100,1,JDK2-2-2
55,66150.0,189.0,100,100.0,100,1,JDK2-2-2
56,66248.0,214.0,100,100.0,100,1,JDK2-2-2
57,66248.0,214.0,100,100.0,100,1,JDK2-2-2
58,66293.0,115.0,100,100.0,100,1,JDK2-2-2
59,66293.0,115.0,100,100.0,100,1,JDK2-2-2
60,66332.0,224.0,100,100.0,100,1,JDK2-2-2
61,66332.0,224.0,100,100.0,100,1,JDK2-2-2
62,66408.0,196.0,100,100.0,100,1,JDK2-2-2
63,66408.0,196.0,100,100.0,100,1,JDK2-2-2
64,66488.0,242.0,100,100.0,100,1,JDK2-2-2
65,66488.0,242.0,100,100.0,100,1,JDK2-2-2
66,66565.0,110.0,100,100.0,100,1,JDK2-2-2
67,66565.0,110.0,100,100.0,100,1,JDK2-2-2
68,66639.0,207.0,100,100.0,100,1,JDK2-2-2
69,66639.0,207.0,100,100.0,100,1,JDK2-2-2
70,66812.0,207.0,100,50.0,100,1,JDK2-2-2
71,66812.0,207.0,100,50.0,100,1,JDK2-2-2
72,67273.0,94.0,100,100.0,100,1,JDK2-2-2
73,67273.0,94.0,100,100.0,100,1,JDK2-2-2
74,67437.0,155.0,100,50.0,100,1,JDK2-2-2
75,67437.0,155.0,100,50.0,100,1,JDK2-2-2
76,67521.0,150.0,100,100.0,100,1,JDK2-2-2
77,67521.0,150.0,100,100.0,100,1,JDK2-2-2
78,67612.0,214.0,100,100.0,100,1,JDK2-2-2
79,67612.0,214.0,100,100.0,100,1,JDK2-2-2
80,67685.0,96.0,100,100.0,100,1,JDK2-2-2
81,67685.0,96.0,100,100.0,100,1,JDK2-2-2
82,67767.0,219.0,100,100.0,100,1,JDK2-2-2
83,67767.0,219.0,100,100.0,100,1,JDK2-2-2
84,67826.0,218.0,100,100.0,100,1,JDK2-2-2
85,67826.0,218.0,100,100.0,100,1,JDK2-2-2
86,67883.0,318.0,100,100.0,100,1,JDK2-2-2
87,67883.0,318.0,100,100.0,100,1,JDK2-2-2
88,68147.0,110.0,100,100.0,100,1,JDK2-2-2
89,68147.0,110.0,100,100.0,100,1,JDK2-2-2
90,68413.0,125.0,100,100.0,100,1,JDK2-2-2
91,68413.0,125.0,100,100.0,100,1,JDK2-2-2
92,70228.0,138.0,100,100.0,100,1,JDK2-2-2
93,70228.0,138.0,100,100.0,100,1,JDK2-2-2
94,70281.0,146.0,100,100.0,100,1,JDK2-2-2
95,70281.0,146.0,100,100.0,100,1,JDK2-2-2
96,70325.0,185.0,100,100.0,100,1,JDK2-2-2
97,70325.0,185.0,100,100.0,100,1,JDK2-2-2
98,70364.0,120.0,100,100.0,100,1,JDK2-2-2
99,70364.0,120.0,100,100.0,100,1,JDK2-2-2
100,70413.0,203.0,100,100.0,100,1,JDK2-2-2
101,70413.0,203.0,100,100.0,100,1,JDK2-2-2
102,70448.0,129.0,100,100.0,100,1,JDK2-2-2
103,70448.0,129.0,100,100.0,100,1,JDK2-2-2
104,70482.0,192.0,100,100.0,100,1,JDK2-2-2
105,70482.0,192.0,100,100.0,100,1,JDK2-2-2
106,70520.0,248.0,100,100.0,100,1,JDK2-2-2
107,70520.0,248.0,100,100.0,100,1,JDK2-2-2
108,70554.0,384.0,100,100.0,100,1,JDK2-2-2
109,70554.0,384.0,100,100.0,100,1,JDK2-2-2
110,70587.0,64.0,100,100.0,100,1,JDK2-2-2
111,70587.0,64.0,100,100.0,100,1,JDK2-2-2
112,70623.0,130.0,100,100.0,100,1,JDK2-2-2
113,70623.0,130.0,100,100.0,100,1,JDK2-2-2
114,70657.0,86.0,100,100.0,100,1,JDK2-2-2
115,70657.0,86.0,100,100.0,100,1,JDK2-2-2
116,70691.0,240.0,100,100.0,100,1,JDK2-2-2
117,70691.0,240.0,100,100.0,100,1,JDK2-2-2
118,70728.0,229.0,100,100.0,100,1,JDK2-2-2
119,70728.0,229.0,100,100.0,100,1,JDK2-2-2
120,70768.0,212.0,100,100.0,100,1,JDK2-2-2
121,70768.0,212.0,100,100.0,100,1,JDK2-2-2
122,70830.0,149.0,100,100.0,100,1,JDK2-2-2
123,70830.0,149.0,100,100.0,100,1,JDK2-2-2
124,70885.0,136.0,100,100.0,100,1,JDK2-2-2
125,70885.0,136.0,100,100.0,100,1,JDK2-2-2
126,70919.0,137.0,100,100.0,100,1,JDK2-2-2
127,70919.0,137.0,100,100.0,100,1,JDK2-2-2
128,70969.0,137.0,100,100.0,100,1,JDK2-2-2
129,70969.0,137.0,100,100.0,100,1,JDK2-2-2
130,71005.0,88.0,100,100.0,100,1,JDK2-2-2
131,71005.0,88.0,100,100.0,100,1,JDK2-2-2
132,71039.0,203.0,100,100.0,100,1,JDK2-2-2
133,71039.0,203.0,100,100.0,100,1,JDK2-2-2
134,71072.0,133.0,100,100.0,100,1,JDK2-2-2
135,71072.0,133.0,100,100.0,100,1,JDK2-2-2
136,71103.0,108.0,100,100.0,100,1,JDK2-2-2
137,71103.0,108.0,100,100.0,100,1,JDK2-2-2
138,71163.0,129.0,100,100.0,100,1,JDK2-2-2
139,71163.0,129.0,100,100.0,100,1,JDK2-2-2
140,71371.0,72.0,100,100.0,100,1,JDK2-2-2
141,71371.0,72.0,100,100.0,100,1,JDK2-2-2
142,71521.0,136.0,100,100.0,100,1,JDK2-2-2
143,71521.0,136.0,100,100.0,100,1,JDK2-2-2
144,71593.0,154.0,100,100.0,100,1,JDK2-2-2
145,71593.0,154.0,100,100.0,100,1,JDK2-2-2
146,71646.0,0.0,100,100.0,100,1,JDK2-2-2
147,71646.0,0.0,100,100.0,100,1,JDK2-2-2
148,71700.0,162.0,100,100.0,100,1,JDK2-2-2
149,71700.0,162.0,100,100.0,100,1,JDK2-2-2
150,71759.0,177.0,100,100.0,100,1,JDK2-2-2
151,71759.0,177.0,100,100.0,100,1,JDK2-2-2
152,71819.0,188.0,100,100.0,100,1,JDK2-2-2
153,71819.0,188.0,100,100.0,100,1,JDK2-2-2
154,71901.0,222.0,100,100.0,100,1,JDK2-2-2
155,71901.0,222.0,100,100.0,100,1,JDK2-2-2
156,71962.0,172.0,100,100.0,100,1,JDK2-2-2
157,71962.0,172.0,100,100.0,100,1,JDK2-2-2
158,72097.0,200.0,100,100.0,100,1,JDK2-2-2
159,72097.0,200.0,100,100.0,100,1,JDK2-2-2
160,72214.0,94.0,100,100.0,100,1,JDK2-2-2
161,72214.0,94.0,100,100.0,100,1,JDK2-2-2
162,73918.0,156.0,100,100.0,100,1,JDK2-2-2
163,73918.0,156.0,100,100.0,100,1,JDK2-2-2
164,74663.0,146.0,100,100.0,100,1,JDK2-2-2
165,74663.0,146.0,100,100.0,100,1,JDK2-2-2
166,74887.0,156.0,100,100.0,100,1,JDK2-2-2
167,74887.0,156.0,100,100.0,100,1,JDK2-2-2
168,75205.0,63.0,100,100.0,100,1,JDK2-2-2
169,75205.0,63.0,100,100.0,100,1,JDK2-2-2
170,75570.0,77.0,100,100.0,100,1,JDK2-2-2
171,75570.0,77.0,100,100.0,100,1,JDK2-2-2
172,75911.0,95.0,100,100.0,100,1,JDK2-2-2
173,75911.0,95.0,100,100.0,100,1,JDK2-2-2
174,75975.0,72.0,100,100.0,100,1,JDK2-2-2
175,75975.0,72.0,100,100.0,100,1,JDK2-2-2
176,76027.0,143.0,100,100.0,100,1,JDK2-2-2
177,76027.0,143.0,100,100.0,100,1,JDK2-2-2
178,76135.0,91.0,100,100.0,100,1,JDK2-2-2
179,76135.0,91.0,100,100.0,100,1,JDK2-2-2
180,76721.0,143.0,100,6.25,100,1,JDK2-2-2
181,76721.0,143.0,100,6.25,100,1,JDK2-2-2
182,78222.0,104.0,100,100.0,100,1,JDK2-2-2
183,78222.0,104.0,100,100.0,100,1,JDK2-2-2
184,78369.0,183.0,100,100.0,100,1,JDK2-2-2
185,78369.0,183.0,100,100.0,100,1,JDK2-2-2
186,78493.0,190.0,100,100.0,100,1,JDK2-2-2
187,78493.0,190.0,100,100.0,100,1,JDK2-2-2
188,78572.0,143.0,100,100.0,100,1,JDK2-2-2
189,78572.0,143.0,100,100.0,100,1,JDK2-2-2
190,78793.0,93.0,100,100.0,100,1,JDK2-2-2
191,78793.0,93.0,100,100.0,100,1,JDK2-2-2
192,79483.0,166.0,100,100.0,100,1,JDK2-2-2
193,79483.0,166.0,100,100.0,100,1,JDK2-2-2
194,79851.0,158.0,100,100.0,100,1,JDK2-2-2
195,79851.0,158.0,100,100.0,100,1,JDK2-2-2
196,79956.0,131.0,100,100.0,100,1,JDK2-2-2
197,79956.0,131.0,100,100.0,100,1,JDK2-2-2
198,80228.0,220.0,100,100.0,100,1,JDK2-2-2
199,80228.0,220.0,100,100.0,100,1,JDK2-2-2
200,80276.0,109.0,100,100.0,100,1,JDK2-2-2
201,80276.0,109.0,100,100.0,100,1,JDK2-2-2
202,80318.0,128.0,100,100.0,100,1,JDK2-2-2
203,80318.0,128.0,100,100.0,100,1,JDK2-2-2
204,80347.0,115.0,100,100.0,100,1,JDK2-2-2
205,80347.0,115.0,100,100.0,100,1,JDK2-2-2
206,80370.0,115.0,100,100.0,100,1,JDK2-2-2
207,80370.0,115.0,100,100.0,100,1,JDK2-2-2
208,80407.0,139.0,100,100.0,100,1,JDK2-2-2
209,80407.0,139.0,100,100.0,100,1,JDK2-2-2
210,80446.0,111.0,100,100.0,100,1,JDK2-2-2
211,80446.0,111.0,100,100.0,100,1,JDK2-2-2
212,80613.0,141.0,100,100.0,100,1,JDK2-2-2
213,80613.0,141.0,100,100.0,100,1,JDK2-2-2
214,80726.0,158.0,100,100.0,100,1,JDK2-2-2
215,80726.0,158.0,100,100.0,100,1,JDK2-2-2
216,80785.0,0.0,100,100.0,100,1,JDK2-2-2
217,80785.0,0.0,100,100.0,100,1,JDK2-2-2
218,80849.0,152.0,100,100.0,100,1,JDK2-2-2
219,80849.0,152.0,100,100.0,100,1,JDK2-2-2
220,81034.0,223.0,100,100.0,100,1,JDK2-2-2
221,81034.0,223.0,100,100.0,100,1,JDK2-2-2
222,81184.0,126.0,100,100.0,100,1,JDK2-2-2
223,81184.0,126.0,100,100.0,100,1,JDK2-2-2
224,81662.0,94.0,100,100.0,100,1,JDK2-2-2
225,81662.0,94.0,100,100.0,100,1,JDK2-2-2
226,81799.0,241.0,100,100.0,100,1,JDK2-2-2
227,81799.0,241.0,100,100.0,100,1,JDK2-2-2
228,81891.0,115.0,100,100.0,100,1,JDK2-2-2
229,81891.0,115.0,100,100.0,100,1,JDK2-2-2
230,81978.0,179.0,100,100.0,100,1,JDK2-2-2
231,81978.0,179.0,100,100.0,100,1,JDK2-2-2
232,82063.0,89.0,100,100.0,100,1,JDK2-2-2
233,82063.0,89.0,100,100.0,100,1,JDK2-2-2
234,82152.0,175.0,100,100.0,100,1,JDK2-2-2
235,82152.0,175.0,100,100.0,100,1,JDK2-2-2
236,82206.0,190.0,100,100.0,100,1,JDK2-2-2
237,82206.0,190.0,100,100.0,100,1,JDK2-2-2
238,82247.0,108.0,100,100.0,100,1,JDK2-2-2
239,82247.0,108.0,100,100.0,100,1,JDK2-2-2
240,82287.0,115.0,100,100.0,100,1,JDK2-2-2
241,82287.0,115.0,100,100.0,100,1,JDK2-2-2
242,82327.0,122.0,100,100.0,100,1,JDK2-2-2
243,82327.0,122.0,100,100.0,100,1,JDK2-2-2
244,82370.0,0.0,100,100.0,100,1,JDK2-2-2
245,82370.0,0.0,100,100.0,100,1,JDK2-2-2
246,82425.0,138.0,100,100.0,100,1,JDK2-2-2
247,82425.0,138.0,100,100.0,100,1,JDK2-2-2
248,82676.0,161.0,100,100.0,100,1,JDK2-2-2
249,82676.0,161.0,100,100.0,100,1,JDK2-2-2
250,82711.0,124.0,100,100.0,100,1,JDK2-2-2
251,82711.0,124.0,100,100.0,100,1,JDK2-2-2
252,82745.0,55.0,100,100.0,100,1,JDK2-2-2
253,82745.0,55.0,100,100.0,100,1,JDK2-2-2
254,82776.0,62.0,100,100.0,100,1,JDK2-2-2
255,82776.0,62.0,100,100.0,100,1,JDK2-2-2
256,82812.0,163.0,100,100.0,100,1,JDK2-2-2
257,82812.0,163.0,100,100.0,100,1,JDK2-2-2
258,82866.0,74.0,100,100.0,100,1,JDK2-2-2
259,82866.0,74.0,100,100.0,100,1,JDK2-2-2
260,82898.0,184.0,100,100.0,100,1,JDK2-2-2
261,82898.0,184.0,100,100.0,100,1,JDK2-2-2
262,82953.0,157.0,100,100.0,100,1,JDK2-2-2
263,82953.0,157.0,100,100.0,100,1,JDK2-2-2
264,82994.0,27.0,100,100.0,100,1,JDK2-2-2
265,82994.0,27.0,100,100.0,100,1,JDK2-2-2
266,83021.0,129.0,100,100.0,100,1,JDK2-2-2
267,83021.0,129.0,100,100.0,100,1,JDK2-2-2
268,83051.0,67.0,100,100.0,100,1,JDK2-2-2
269,83051.0,67.0,100,100.0,100,1,JDK2-2-2
270,83075.0,70.0,100,100.0,100,1,JDK2-2-2
271,83075.0,70.0,100,100.0,100,1,JDK2-2-2
272,83111.0,76.0,100,100.0,100,1,JDK2-2-2
273,83111.0,76.0,100,100.0,100,1,JDK2-2-2
274,83140.0,150.0,100,100.0,100,1,JDK2-2-2
275,83140.0,150.0,100,100.0,100,1,JDK2-2-2
276,83167.0,114.0,100,100.0,100,1,JDK2-2-2
277,83167.0,114.0,100,100.0,100,1,JDK2-2-2
278,83195.0,94.0,100,100.0,100,1,JDK2-2-2
279,83195.0,94.0,100,100.0,100,1,JDK2-2-2
280,83225.0,118.0,100,100.0,100,1,JDK2-2-2
281,83225.0,118.0,100,100.0,100,1,JDK2-2-2
282,83253.0,114.0,100,100.0,100,1,JDK2-2-2
283,83253.0,114.0,100,100.0,100,1,JDK2-2-2
284,83281.0,111.0,100,100.0,100,1,JDK2-2-2
285,83281.0,111.0,100,100.0,100,1,JDK2-2-2
286,83309.0,189.0,100,100.0,100,1,JDK2-2-2
287,83309.0,189.0,100,100.0,100,1,JDK2-2-2
288,83336.0,147.0,100,100.0,100,1,JDK2-2-2
289,83336.0,147.0,100,100.0,100,1,JDK2-2-2
290,83366.0,226.0,100,100.0,100,1,JDK2-2-2
291,83366.0,226.0,100,100.0,100,1,JDK2-2-2
292,83412.0,181.0,100,100.0,100,1,JDK2-2-2
293,83412.0,181.0,100,100.0,100,1,JDK2-2-2
294,83530.0,195.0,100,100.0,100,1,JDK2-2-2
295,83530.0,195.0,100,100.0,100,1,JDK2-2-2
296,83616.0,101.0,100,100.0,100,1,JDK2-2-2
297,83616.0,101.0,100,100.0,100,1,JDK2-2-2
298,83645.0,153.0,100,100.0,100,1,JDK2-2-2
299,83645.0,153.0,100,100.0,100,1,JDK2-2-2
300,83678.0,102.0,100,100.0,100,1,JDK2-2-2
301,83678.0,102.0,100,100.0,100,1,JDK2-2-2
302,83708.0,216.0,100,100.0,100,1,JDK2-2-2
303,83708.0,216.0,100,100.0,100,1,JDK2-2-2
304,83736.0,196.0,100,100.0,100,1,JDK2-2-2
305,83736.0,196.0,100,100.0,100,1,JDK2-2-2
306,83779.0,114.0,100,100.0,100,1,JDK2-2-2
307,83779.0,114.0,100,100.0,100,1,JDK2-2-2
308,83809.0,234.0,100,100.0,100,1,JDK2-2-2
309,83809.0,234.0,100,100.0,100,1,JDK2-2-2
310,83857.0,173.0,100,100.0,100,1,JDK2-2-2
311,83857.0,173.0,100,100.0,100,1,JDK2-2-2
312,83922.0,122.0,100,100.0,100,1,JDK2-2-2
313,83922.0,122.0,100,100.0,100,1,JDK2-2-2
314,84142.0,175.0,100,100.0,100,1,JDK2-2-2
315,84142.0,175.0,100,100.0,100,1,JDK2-2-2
316,84306.0,148.0,100,100.0,100,1,JDK2-2-2
317,84306.0,148.0,100,100.0,100,1,JDK2-2-2
318,84366.0,242.0,100,100.0,100,1,JDK2-2-2
319,84366.0,242.0,100,100.0,100,1,JDK2-2-2
320,84437.0,152.0,100,100.0,100,1,JDK2-2-2
321,84437.0,152.0,100,100.0,100,1,JDK2-2-2
322,84512.0,126.0,100,100.0,100,1,JDK2-2-2
323,84512.0,126.0,100,100.0,100,1,JDK2-2-2
324,84598.0,121.0,100,100.0,100,1,JDK2-2-2
325,84598.0,121.0,100,100.0,100,1,JDK2-2-2
326,84716.0,160.0,100,100.0,100,1,JDK2-2-2
327,84716.0,160.0,100,100.0,100,1,JDK2-2-2
328,84846.0,131.0,100,100.0,100,1,JDK2-2-2
329,84846.0,131.0,100,100.0,100,1,JDK2-2-2
330,84922.0,64.0,100,100.0,100,1,JDK2-2-2
331,84922.0,64.0,100,100.0,100,1,JDK2-2-2
332,84999.0,251.0,100,100.0,100,1,JDK2-2-2
333,84999.0,251.0,100,100.0,100,1,JDK2-2-2
334,85141.0,239.0,100,100.0,100,1,JDK2-2-2
335,85141.0,239.0,100,100.0,100,1,JDK2-2-2
336,85241.0,116.0,100,100.0,100,1,JDK2-2-2
337,85241.0,116.0,100,100.0,100,1,JDK2-2-2
338,85269.0,141.0,100,100.0,100,1,JDK2-2-2
339,85269.0,141.0,100,100.0,100,1,JDK2-2-2
340,85302.0,132.0,100,100.0,100,1,JDK2-2-2
341,85302.0,132.0,100,100.0,100,1,JDK2-2-2
342,85341.0,195.0,100,100.0,100,1,JDK2-2-2
343,85341.0,195.0,100,100.0,100,1,JDK2-2-2
344,85444.0,119.0,100,100.0,100,1,JDK2-2-2
345,85444.0,119.0,100,100.0,100,1,JDK2-2-2
346,85484.0,133.0,100,100.0,100,1,JDK2-2-2
347,85484.0,133.0,100,100.0,100,1,JDK2-2-2
348,85627.0,34.0,100,100.0,100,1,JDK2-2-2
349,85627.0,34.0,100,100.0,100,1,JDK2-2-2
350,85776.0,128.0,100,50.0,100,1,JDK2-2-2
351,85776.0,128.0,100,50.0,100,1,JDK2-2-2
352,85918.0,99.0,100,100.0,100,1,JDK2-2-2
353,85918.0,99.0,100,100.0,100,1,JDK2-2-2
354,86056.0,168.0,100,100.0,100,1,JDK2-2-2
355,86056.0,168.0,100,100.0,100,1,JDK2-2-2
356,86119.0,122.0,100,100.0,100,1,JDK2-2-2
357,86119.0,122.0,100,100.0,100,1,JDK2-2-2
358,86154.0,156.0,100,100.0,100,1,JDK2-2-2
359,86154.0,156.0,100,100.0,100,1,JDK2-2-2
360,86200.0,81.0,100,100.0,100,1,JDK2-2-2
361,86200.0,81.0,100,100.0,100,1,JDK2-2-2
362,86485.0,125.0,100,100.0,100,1,JDK2-2-2
363,86485.0,125.0,100,100.0,100,1,JDK2-2-2
364,86523.0,142.0,100,100.0,100,1,JDK2-2-2
365,86523.0,142.0,100,100.0,100,1,JDK2-2-2
366,86557.0,170.0,100,100.0,100,1,JDK2-2-2
367,86557.0,170.0,100,100.0,100,1,JDK2-2-2
368,86594.0,125.0,100,6.25,100,1,JDK2-2-2
369,86594.0,125.0,100,6.25,100,1,JDK2-2-2
370,86624.0,104.0,100,100.0,100,1,JDK2-2-2
371,86624.0,104.0,100,100.0,100,1,JDK2-2-2
372,86666.0,245.0,100,100.0,100,1,JDK2-2-2
373,86666.0,245.0,100,100.0,100,1,JDK2-2-2
374,86724.0,77.0,100,100.0,100,1,JDK2-2-2
375,86724.0,77.0,100,100.0,100,1,JDK2-2-2
376,86780.0,129.0,100,100.0,100,1,JDK2-2-2
377,86780.0,129.0,100,100.0,100,1,JDK2-2-2
378,86821.0,74.0,100,100.0,100,1,JDK2-2-2
379,86821.0,74.0,100,100.0,100,1,JDK2-2-2
380,86870.0,221.0,100,100.0,100,1,JDK2-2-2
381,86870.0,221.0,100,100.0,100,1,JDK2-2-2
382,86906.0,26.0,100,50.0,100,1,JDK2-2-2
383,86906.0,26.0,100,50.0,100,1,JDK2-2-2
384,86939.0,140.0,100,100.0,100,1,JDK2-2-2
385,86939.0,140.0,100,100.0,100,1,JDK2-2-2
386,86973.0,162.0,100,100.0,100,1,JDK2-2-2
387,86973.0,162.0,100,100.0,100,1,JDK2-2-2
388,87058.0,150.0,100,100.0,100,1,JDK2-2-2
389,87058.0,150.0,100,100.0,100,1,JDK2-2-2
390,87195.0,93.0,100,100.0,100,1,JDK2-2-2
391,87195.0,93.0,100,100.0,100,1,JDK2-2-2
392,87232.0,138.0,100,100.0,100,1,JDK2-2-2
393,87232.0,138.0,100,100.0,100,1,JDK2-2-2
394,87269.0,89.0,100,6.25,100,1,JDK2-2-2
395,87269.0,89.0,100,6.25,100,1,JDK2-2-2
396,87300.0,121.0,100,100.0,100,1,JDK2-2-2
397,87300.0,121.0,100,100.0,100,1,JDK2-2-2
398,87350.0,304.0,100,100.0,100,1,JDK2-2-2
399,87350.0,304.0,100,100.0,100,1,JDK2-2-2
400,87627.0,85.0,100,100.0,100,1,JDK2-2-2
401,87627.0,85.0,100,100.0,100,1,JDK2-2-2
402,87842.0,122.0,100,100.0,100,1,JDK2-2-2
403,87842.0,122.0,100,100.0,100,1,JDK2-2-2
404,87927.0,208.0,100,100.0,100,1,JDK2-2-2
405,87927.0,208.0,100,100.0,100,1,JDK2-2-2
406,88035.0,141.0,100,100.0,100,1,JDK2-2-2
407,88035.0,141.0,100,100.0,100,1,JDK2-2-2
408,88149.0,153.0,100,100.0,100,1,JDK2-2-2
409,88149.0,153.0,100,100.0,100,1,JDK2-2-2
410,88359.0,46.0,100,100.0,100,1,JDK2-2-2
411,88359.0,46.0,100,100.0,100,1,JDK2-2-2
412,88454.0,138.0,100,50.0,100,1,JDK2-2-2
413,88454.0,138.0,100,50.0,100,1,JDK2-2-2
414,88608.0,100.0,100,100.0,100,1,JDK2-2-2
415,88608.0,100.0,100,100.0,100,1,JDK2-2-2
416,88724.0,238.0,100,100.0,100,1,JDK2-2-2
417,88724.0,238.0,100,100.0,100,1,JDK2-2-2
418,88763.0,32.0,100,100.0,100,1,JDK2-2-2
419,88763.0,32.0,100,100.0,100,1,JDK2-2-2
420,88801.0,157.0,100,100.0,100,1,JDK2-2-2
421,88801.0,157.0,100,100.0,100,1,JDK2-2-2
422,88919.0,221.0,100,100.0,100,1,JDK2-2-2
423,88919.0,221.0,100,100.0,100,1,JDK2-2-2
424,88998.0,130.0,100,100.0,100,1,JDK2-2-2
425,88998.0,130.0,100,100.0,100,1,JDK2-2-2
426,89173.0,129.0,100,100.0,100,1,JDK2-2-2
427,89173.0,129.0,100,100.0,100,1,JDK2-2-2
428,89365.0,173.0,100,100.0,100,1,JDK2-2-2
429,89365.0,173.0,100,100.0,100,1,JDK2-2-2
430,89514.0,121.0,100,100.0,100,1,JDK2-2-2
431,89514.0,121.0,100,100.0,100,1,JDK2-2-2
432,89557.0,136.0,100,100.0,100,1,JDK2-2-2
433,89557.0,136.0,100,100.0,100,1,JDK2-2-2
434,89620.0,148.0,100,100.0,100,1,JDK2-2-2
435,89620.0,148.0,100,100.0,100,1,JDK2-2-2
436,89878.0,88.0,100,100.0,100,1,JDK2-2-2
437,89878.0,88.0,100,100.0,100,1,JDK2-2-2
438,89920.0,111.0,100,100.0,100,1,JDK2-2-2
439,89920.0,111.0,100,100.0,100,1,JDK2-2-2
440,89959.0,138.0,100,100.0,100,1,JDK2-2-2
441,89959.0,138.0,100,100.0,100,1,JDK2-2-2
442,90001.0,177.0,100,100.0,100,1,JDK2-2-2
443,90001.0,177.0,100,100.0,100,1,JDK2-2-2
444,90045.0,113.0,100,100.0,100,1,JDK2-2-2
445,90045.0,113.0,100,100.0,100,1,JDK2-2-2
446,90089.0,116.0,100,100.0,100,1,JDK2-2-2
447,90089.0,116.0,100,100.0,100,1,JDK2-2-2
448,90134.0,166.0,100,100.0,100,1,JDK2-2-2
449,90134.0,166.0,100,100.0,100,1,JDK2-2-2
450,90178.0,146.0,100,100.0,100,1,JDK2-2-2
451,90178.0,146.0,100,100.0,100,1,JDK2-2-2
452,90222.0,255.0,100,100.0,100,1,JDK2-2-2
453,90222.0,255.0,100,100.0,100,1,JDK2-2-2
454,90268.0,149.0,100,100.0,100,1,JDK2-2-2
455,90268.0,149.0,100,100.0,100,1,JDK2-2-2
456,90423.0,129.0,100,100.0,100,1,JDK2-2-2
457,90423.0,129.0,100,100.0,100,1,JDK2-2-2
458,90496.0,0.0,100,100.0,100,1,JDK2-2-2
459,90496.0,0.0,100,100.0,100,1,JDK2-2-2
460,90540.0,156.0,100,100.0,100,1,JDK2-2-2
461,90540.0,156.0,100,100.0,100,1,JDK2-2-2
462,90586.0,128.0,100,100.0,100,1,JDK2-2-2
463,90586.0,128.0,100,100.0,100,1,JDK2-2-2
