Run,Time,Container,JVM
5,189039.0,02,JDK2-3-2
6,215340.0,02,JDK2-3-2
7,251232.0,02,JDK2-3-2
8,198625.0,02,JDK2-3-2
9,212230.0,02,JDK2-3-2
10,208978.0,02,JDK2-3-2
11,209983.0,02,JDK2-3-2
12,214181.0,02,JDK2-3-2
13,180815.0,02,JDK2-3-2
14,194863.0,02,JDK2-3-2
15,200746.0,02,JDK2-3-2
16,207839.0,02,JDK2-3-2
1,215599.0,01,JDK2-2-2
2,189447.0,01,JDK2-2-2
3,215442.0,01,JDK2-2-2
4,191968.0,01,JDK2-2-2
5,214807.0,01,JDK2-2-2
6,220438.0,01,JDK2-2-2
7,188429.0,01,JDK2-2-2
8,212820.0,01,JDK2-2-2
9,193397.0,01,JDK2-2-2
10,236253.0,01,JDK2-2-2
11,207415.0,01,JDK2-2-2
12,222747.0,01,JDK2-2-2
13,187568.0,01,JDK2-2-2
14,222750.0,01,JDK2-2-2
15,212907.0,01,JDK2-2-2
16,187694.0,01,JDK2-2-2
1,188073.0,02,JDK2-2-2
2,211975.0,02,JDK2-2-2
3,224014.0,02,JDK2-2-2
4,223450.0,02,JDK2-2-2
5,222450.0,02,JDK2-2-2
6,213040.0,02,JDK2-2-2
7,208620.0,02,JDK2-2-2
8,215412.0,02,JDK2-2-2
9,217857.0,02,JDK2-2-2
10,211686.0,02,JDK2-2-2
11,243045.0,02,JDK2-2-2
12,190144.0,02,JDK2-2-2
13,219801.0,02,JDK2-2-2
14,188783.0,02,JDK2-2-2
15,225686.0,02,JDK2-2-2
16,221295.0,02,JDK2-2-2
1,186280.0,01,JDK0.5-0.5-1
2,169240.0,01,JDK0.5-0.5-1
3,191920.0,01,JDK0.5-0.5-1
4,234418.0,01,JDK0.5-0.5-1
5,180037.0,01,JDK0.5-0.5-1
6,184830.0,01,JDK0.5-0.5-1
7,191748.0,01,JDK0.5-0.5-1
8,194232.0,01,JDK0.5-0.5-1
9,181547.0,01,JDK0.5-0.5-1
10,170215.0,01,JDK0.5-0.5-1
11,188784.0,01,JDK0.5-0.5-1
12,191126.0,01,JDK0.5-0.5-1
13,197306.0,01,JDK0.5-0.5-1
14,188616.0,01,JDK0.5-0.5-1
15,191776.0,01,JDK0.5-0.5-1
16,172448.0,01,JDK0.5-0.5-1
1,234005.0,02,JDK0.5-0.5-1
2,177410.0,02,JDK0.5-0.5-1
3,185531.0,02,JDK0.5-0.5-1
4,189404.0,02,JDK0.5-0.5-1
5,189503.0,02,JDK0.5-0.5-1
6,199062.0,02,JDK0.5-0.5-1
7,193918.0,02,JDK0.5-0.5-1
8,188467.0,02,JDK0.5-0.5-1
9,190053.0,02,JDK0.5-0.5-1
10,192288.0,02,JDK0.5-0.5-1
11,194728.0,02,JDK0.5-0.5-1
12,183590.0,02,JDK0.5-0.5-1
13,201569.0,02,JDK0.5-0.5-1
14,187468.0,02,JDK0.5-0.5-1
15,199558.0,02,JDK0.5-0.5-1
16,197777.0,02,JDK0.5-0.5-1
1,211162.0,02,JDK8-9-9
2,214509.0,02,JDK8-9-9
3,204814.0,02,JDK8-9-9
4,208834.0,02,JDK8-9-9
5,211851.0,02,JDK8-9-9
6,208806.0,02,JDK8-9-9
7,214485.0,02,JDK8-9-9
8,189650.0,02,JDK8-9-9
9,207462.0,02,JDK8-9-9
10,218346.0,02,JDK8-9-9
11,206581.0,02,JDK8-9-9
12,182954.0,02,JDK8-9-9
13,219551.0,02,JDK8-9-9
14,222680.0,02,JDK8-9-9
15,212903.0,02,JDK8-9-9
16,212093.0,02,JDK8-9-9
1,211262.0,01,JDK8-9-9
2,220365.0,01,JDK8-9-9
3,207153.0,01,JDK8-9-9
4,210195.0,01,JDK8-9-9
5,206400.0,01,JDK8-9-9
6,212250.0,01,JDK8-9-9
7,179040.0,01,JDK8-9-9
8,214523.0,01,JDK8-9-9
9,214999.0,01,JDK8-9-9
10,207625.0,01,JDK8-9-9
11,207502.0,01,JDK8-9-9
12,189089.0,01,JDK8-9-9
13,201305.0,01,JDK8-9-9
14,190255.0,01,JDK8-9-9
15,185947.0,01,JDK8-9-9
16,202388.0,01,JDK8-9-9
