Run,Time,Container,JVM
4,244958.0,02,JDK1-1-3
5,263545.0,02,JDK1-1-3
6,256243.0,02,JDK1-1-3
7,247968.0,02,JDK1-1-3
8,256850.0,02,JDK1-1-3
9,259982.0,02,JDK1-1-3
10,265345.0,02,JDK1-1-3
11,255247.0,02,JDK1-1-3
12,263557.0,02,JDK1-1-3
13,257997.0,02,JDK1-1-3
14,249542.0,02,JDK1-1-3
15,260190.0,02,JDK1-1-3
16,268042.0,02,JDK1-1-3
1,257944.0,01,JDKF
2,225395.0,01,JDKF
3,228374.0,01,JDKF
4,203529.0,01,JDKF
5,246395.0,01,JDKF
6,233209.0,01,JDKF
7,218203.0,01,JDKF
8,259158.0,01,JDKF
9,227381.0,01,JDKF
10,195552.0,01,JDKF
11,232236.0,01,JDKF
12,244979.0,01,JDKF
13,220403.0,01,JDKF
14,229324.0,01,JDKF
15,251336.0,01,JDKF
16,225909.0,01,JDKF
1,197840.0,02,JDKF
2,234524.0,02,JDKF
3,249777.0,02,JDKF
4,225515.0,02,JDKF
5,219936.0,02,JDKF
6,257701.0,02,JDKF
7,249851.0,02,JDKF
8,217339.0,02,JDKF
9,251150.0,02,JDKF
10,194688.0,02,JDKF
11,218320.0,02,JDKF
12,189606.0,02,JDKF
13,193747.0,02,JDKF
14,256718.0,02,JDKF
15,201036.0,02,JDKF
16,228211.0,02,JDKF
1,255196.0,01,JDK2-3-2
2,239499.0,01,JDK2-3-2
3,277621.0,01,JDK2-3-2
4,246667.0,01,JDK2-3-2
5,240157.0,01,JDK2-3-2
6,222596.0,01,JDK2-3-2
7,226362.0,01,JDK2-3-2
8,243626.0,01,JDK2-3-2
9,241508.0,01,JDK2-3-2
10,241237.0,01,JDK2-3-2
11,255555.0,01,JDK2-3-2
12,237875.0,01,JDK2-3-2
13,244403.0,01,JDK2-3-2
14,234457.0,01,JDK2-3-2
15,238316.0,01,JDK2-3-2
16,236843.0,01,JDK2-3-2
1,239586.0,02,JDK2-3-2
2,254127.0,02,JDK2-3-2
3,224889.0,02,JDK2-3-2
4,220436.0,02,JDK2-3-2
5,278651.0,02,JDK2-3-2
6,223091.0,02,JDK2-3-2
7,243247.0,02,JDK2-3-2
8,244340.0,02,JDK2-3-2
9,239700.0,02,JDK2-3-2
10,236693.0,02,JDK2-3-2
11,245191.0,02,JDK2-3-2
12,241089.0,02,JDK2-3-2
13,237981.0,02,JDK2-3-2
14,238924.0,02,JDK2-3-2
15,234824.0,02,JDK2-3-2
16,223772.0,02,JDK2-3-2
