Run,Time,Container,JVM
10,184933.0,02,JDK2-3-2
11,195415.0,02,JDK2-3-2
12,207674.0,02,JDK2-3-2
13,215382.0,02,JDK2-3-2
14,197438.0,02,JDK2-3-2
15,232434.0,02,JDK2-3-2
16,211303.0,02,JDK2-3-2
1,203160.0,01,JDK2-2-2
2,200575.0,01,JDK2-2-2
3,218144.0,01,JDK2-2-2
4,184840.0,01,JDK2-2-2
5,186935.0,01,JDK2-2-2
6,181932.0,01,JDK2-2-2
7,205132.0,01,JDK2-2-2
8,216669.0,01,JDK2-2-2
9,184990.0,01,JDK2-2-2
10,243227.0,01,JDK2-2-2
11,190645.0,01,JDK2-2-2
12,198177.0,01,JDK2-2-2
13,176556.0,01,JDK2-2-2
14,200305.0,01,JDK2-2-2
15,206607.0,01,JDK2-2-2
16,203790.0,01,JDK2-2-2
1,207138.0,02,JDK2-2-2
2,181185.0,02,JDK2-2-2
3,205548.0,02,JDK2-2-2
4,215070.0,02,JDK2-2-2
5,184376.0,02,JDK2-2-2
6,222482.0,02,JDK2-2-2
7,200650.0,02,JDK2-2-2
8,288744.0,02,JDK2-2-2
9,200886.0,02,JDK2-2-2
10,202570.0,02,JDK2-2-2
11,199827.0,02,JDK2-2-2
12,239980.0,02,JDK2-2-2
13,201031.0,02,JDK2-2-2
14,201504.0,02,JDK2-2-2
15,216592.0,02,JDK2-2-2
16,220181.0,02,JDK2-2-2
1,208528.0,01,JDK0.5-0.5-1
2,214095.0,01,JDK0.5-0.5-1
3,198522.0,01,JDK0.5-0.5-1
4,205230.0,01,JDK0.5-0.5-1
5,187301.0,01,JDK0.5-0.5-1
6,201931.0,01,JDK0.5-0.5-1
7,197973.0,01,JDK0.5-0.5-1
8,201957.0,01,JDK0.5-0.5-1
9,204862.0,01,JDK0.5-0.5-1
10,196644.0,01,JDK0.5-0.5-1
11,198567.0,01,JDK0.5-0.5-1
12,196923.0,01,JDK0.5-0.5-1
13,212582.0,01,JDK0.5-0.5-1
14,193223.0,01,JDK0.5-0.5-1
15,218923.0,01,JDK0.5-0.5-1
16,198977.0,01,JDK0.5-0.5-1
1,200891.0,02,JDK0.5-0.5-1
2,202728.0,02,JDK0.5-0.5-1
3,181127.0,02,JDK0.5-0.5-1
4,168808.0,02,JDK0.5-0.5-1
5,204058.0,02,JDK0.5-0.5-1
6,208654.0,02,JDK0.5-0.5-1
7,218362.0,02,JDK0.5-0.5-1
8,192291.0,02,JDK0.5-0.5-1
9,179329.0,02,JDK0.5-0.5-1
10,200831.0,02,JDK0.5-0.5-1
11,188023.0,02,JDK0.5-0.5-1
12,200365.0,02,JDK0.5-0.5-1
13,199166.0,02,JDK0.5-0.5-1
14,198096.0,02,JDK0.5-0.5-1
15,196523.0,02,JDK0.5-0.5-1
16,201856.0,02,JDK0.5-0.5-1
1,180329.0,02,JDK8-9-9
2,201200.0,02,JDK8-9-9
3,216640.0,02,JDK8-9-9
4,194294.0,02,JDK8-9-9
5,187456.0,02,JDK8-9-9
6,181288.0,02,JDK8-9-9
7,205962.0,02,JDK8-9-9
8,218675.0,02,JDK8-9-9
9,200210.0,02,JDK8-9-9
10,202728.0,02,JDK8-9-9
11,196965.0,02,JDK8-9-9
12,200851.0,02,JDK8-9-9
13,200506.0,02,JDK8-9-9
14,199811.0,02,JDK8-9-9
15,201217.0,02,JDK8-9-9
16,199278.0,02,JDK8-9-9
1,183209.0,01,JDK8-9-9
2,185319.0,01,JDK8-9-9
3,202833.0,01,JDK8-9-9
4,174024.0,01,JDK8-9-9
5,197242.0,01,JDK8-9-9
6,209226.0,01,JDK8-9-9
7,194093.0,01,JDK8-9-9
8,184731.0,01,JDK8-9-9
9,200489.0,01,JDK8-9-9
10,194911.0,01,JDK8-9-9
11,200710.0,01,JDK8-9-9
12,199562.0,01,JDK8-9-9
13,195471.0,01,JDK8-9-9
14,203022.0,01,JDK8-9-9
15,197257.0,01,JDK8-9-9
16,199688.0,01,JDK8-9-9
